,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5,f06_stimulus_6,f06_stimulus_7,f06_stimulus_8,f06_stimulus_9,f06_stimulus_10
0.0105,37.28673467,16.47040817,36.47040817,-3.52959183,56.47040817,-3.52959183,-3.52959183,16.47040817,78.10306127,36.47040817,-4.3867347,15.6132653,-4.3867347,36.4295918,55.6132653,15.6132653,35.6132653,15.6132653,16.0214286,35.6132653,58.68918368,-2.53530612,77.46469388,79.09734698,37.46469388,157.4646939,77.46469388,117.4646939,79.09734698,137.4646939,-1.90081633,-1.90081633,18.09918367,38.91551017,78.09918367,58.09918367,58.09918367,18.09918367,38.91551017,98.09918367,18.95979596,58.55163266,-1.44836734,18.95979596,38.55163266,38.55163266,18.55163266,-1.44836734,-1.44836734,-1.44836734,17.90244901,37.49428571,37.49428571,38.31061221,37.49428571,17.49428571,-2.50571429,37.49428571,17.90244901,17.49428571
0.0115,37.28673467,36.47040817,36.47040817,-3.52959183,36.47040817,36.47040817,56.47040817,96.47040817,37.28673467,36.47040817,36.4295918,15.6132653,-4.3867347,56.8377551,15.6132653,15.6132653,-4.3867347,15.6132653,16.0214286,-4.3867347,38.28102038,157.4646939,77.46469388,58.68918368,57.46469388,117.4646939,117.4646939,177.4646939,140.3218368,117.4646939,18.50734697,18.09918367,58.09918367,59.32367347,78.09918367,98.09918367,38.09918367,38.09918367,38.91551017,58.09918367,18.95979596,-1.44836734,-1.44836734,-1.44836734,18.55163266,-1.44836734,-1.44836734,-1.44836734,18.95979596,-1.44836734,38.31061221,17.49428571,-2.50571429,17.90244901,-2.50571429,17.49428571,17.49428571,17.49428571,-2.50571429,37.49428571
0.0125,16.87857147,56.47040817,56.47040817,57.69489797,56.47040817,-3.52959183,16.47040817,76.47040817,37.28673467,36.47040817,-4.3867347,-4.3867347,-4.3867347,36.4295918,35.6132653,55.6132653,35.6132653,35.6132653,-4.3867347,15.6132653,17.87285718,77.46469388,157.4646939,79.09734698,77.46469388,77.46469388,37.46469388,37.46469388,38.28102038,97.46469388,59.32367347,58.09918367,38.09918367,38.91551017,98.09918367,18.09918367,58.09918367,18.09918367,-1.90081633,18.09918367,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,18.55163266,18.55163266,-1.44836734,-1.44836734,17.90244901,37.49428571,57.49428571,38.31061221,17.49428571,37.49428571,17.49428571,-2.50571429,17.90244901,37.49428571
0.0135,98.51122447,116.4704082,56.47040817,98.51122447,36.47040817,36.47040817,76.47040817,36.47040817,78.10306127,56.47040817,56.8377551,15.6132653,15.6132653,-4.3867347,75.6132653,-4.3867347,35.6132653,55.6132653,56.8377551,55.6132653,221.9544898,137.4646939,117.4646939,79.09734698,57.46469388,57.46469388,97.46469388,117.4646939,38.28102038,57.46469388,38.91551017,18.09918367,38.09918367,79.73183677,18.09918367,-1.90081633,-1.90081633,18.09918367,18.50734697,58.09918367,-1.44836734,-1.44836734,18.55163266,18.95979596,-1.44836734,-1.44836734,38.55163266,-1.44836734,18.95979596,-1.44836734,38.31061221,17.49428571,117.4942857,38.31061221,-2.50571429,57.49428571,17.49428571,37.49428571,-2.50571429,77.49428571
0.0145,78.10306127,36.47040817,16.47040817,16.87857147,56.47040817,36.47040817,16.47040817,56.47040817,16.87857147,56.47040817,16.0214286,-4.3867347,35.6132653,16.0214286,35.6132653,-4.3867347,-4.3867347,-4.3867347,36.4295918,35.6132653,140.3218368,97.46469388,17.46469388,99.50551018,17.46469388,17.46469388,117.4646939,17.46469388,38.28102038,-2.53530612,18.50734697,38.09918367,-1.90081633,18.50734697,-1.90081633,-1.90081633,-1.90081633,38.09918367,-1.90081633,-1.90081633,-1.44836734,38.55163266,-1.44836734,18.95979596,-1.44836734,-1.44836734,-1.44836734,18.55163266,39.36795916,-1.44836734,17.90244901,57.49428571,37.49428571,58.71877551,37.49428571,57.49428571,77.49428571,37.49428571,-2.50571429,57.49428571
0.0155,98.51122447,76.47040817,36.47040817,98.51122447,76.47040817,96.47040817,16.47040817,36.47040817,37.28673467,-3.52959183,-4.3867347,35.6132653,-4.3867347,16.0214286,75.6132653,15.6132653,15.6132653,-4.3867347,16.0214286,15.6132653,99.50551018,17.46469388,57.46469388,38.28102038,37.46469388,57.46469388,37.46469388,-2.53530612,17.87285718,137.4646939,59.32367347,38.09918367,18.09918367,-1.90081633,-1.90081633,-1.90081633,-1.90081633,18.09918367,-1.90081633,-1.90081633,39.36795916,-1.44836734,38.55163266,18.95979596,18.55163266,18.55163266,18.55163266,38.55163266,18.95979596,38.55163266,38.31061221,17.49428571,37.49428571,38.31061221,57.49428571,-2.50571429,37.49428571,57.49428571,38.31061221,77.49428571
0.0165,37.28673467,116.4704082,-3.52959183,16.87857147,36.47040817,56.47040817,76.47040817,56.47040817,16.87857147,56.47040817,-4.3867347,35.6132653,55.6132653,16.0214286,15.6132653,15.6132653,15.6132653,35.6132653,16.0214286,35.6132653,38.28102038,-2.53530612,17.46469388,99.50551018,37.46469388,-2.53530612,17.46469388,37.46469388,17.87285718,17.46469388,18.50734697,-1.90081633,-1.90081633,18.50734697,-1.90081633,-1.90081633,18.09918367,38.09918367,-1.90081633,-1.90081633,-1.44836734,-1.44836734,18.55163266,18.95979596,-1.44836734,18.55163266,-1.44836734,-1.44836734,39.36795916,38.55163266,38.31061221,97.49428571,77.49428571,38.31061221,17.49428571,57.49428571,37.49428571,-2.50571429,38.31061221,17.49428571
0.0175,37.28673467,16.47040817,56.47040817,57.69489797,56.47040817,36.47040817,56.47040817,-3.52959183,-3.52959183,16.47040817,16.0214286,15.6132653,55.6132653,16.0214286,35.6132653,-4.3867347,35.6132653,-4.3867347,36.4295918,55.6132653,-2.53530612,-2.53530612,17.46469388,38.28102038,37.46469388,-2.53530612,-2.53530612,17.46469388,-2.53530612,-2.53530612,18.50734697,-1.90081633,58.09918367,18.50734697,-1.90081633,18.09918367,-1.90081633,-1.90081633,-1.90081633,-1.90081633,18.95979596,-1.44836734,18.55163266,-1.44836734,-1.44836734,-1.44836734,38.55163266,-1.44836734,18.95979596,-1.44836734,38.31061221,37.49428571,57.49428571,17.90244901,37.49428571,17.49428571,37.49428571,-2.50571429,38.31061221,17.49428571
0.0185,37.28673467,16.47040817,56.47040817,57.69489797,16.47040817,16.47040817,56.47040817,16.47040817,16.87857147,-3.52959183,36.4295918,55.6132653,15.6132653,36.4295918,-4.3867347,15.6132653,15.6132653,-4.3867347,16.0214286,-4.3867347,-2.53530612,-2.53530612,17.46469388,17.87285718,-2.53530612,-2.53530612,-2.53530612,17.46469388,17.87285718,-2.53530612,-1.90081633,-1.90081633,-1.90081633,18.50734697,-1.90081633,-1.90081633,38.09918367,-1.90081633,-1.90081633,-1.90081633,18.95979596,-1.44836734,18.55163266,-1.44836734,38.55163266,38.55163266,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-2.50571429,57.49428571,-2.50571429,38.31061221,-2.50571429,-2.50571429,-2.50571429,37.49428571,17.90244901,37.49428571
0.0195,16.87857147,56.47040817,56.47040817,-3.52959183,16.47040817,-3.52959183,16.47040817,16.47040817,-3.52959183,-3.52959183,-4.3867347,75.6132653,-4.3867347,36.4295918,35.6132653,15.6132653,35.6132653,-4.3867347,-4.3867347,35.6132653,-2.53530612,-2.53530612,17.46469388,38.28102038,17.46469388,17.46469388,-2.53530612,17.46469388,-2.53530612,-2.53530612,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,39.36795916,-1.44836734,18.55163266,39.36795916,-1.44836734,58.55163266,18.55163266,18.55163266,-1.44836734,-1.44836734,17.90244901,17.49428571,37.49428571,17.90244901,37.49428571,17.49428571,37.49428571,37.49428571,-2.50571429,-2.50571429
0.0205,57.69489797,-3.52959183,36.47040817,-3.52959183,-3.52959183,-3.52959183,16.47040817,-3.52959183,-3.52959183,-3.52959183,36.4295918,35.6132653,-4.3867347,-4.3867347,-4.3867347,15.6132653,35.6132653,-4.3867347,-4.3867347,-4.3867347,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-1.90081633,18.09918367,-1.90081633,18.50734697,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,18.55163266,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-2.50571429,17.49428571,17.49428571,38.31061221,57.49428571,-2.50571429,-2.50571429,-2.50571429,-2.50571429,17.49428571
0.0215,-3.52959183,36.47040817,-3.52959183,16.87857147,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,36.4295918,-4.3867347,15.6132653,16.0214286,55.6132653,-4.3867347,35.6132653,15.6132653,-4.3867347,15.6132653,-2.53530612,-2.53530612,-2.53530612,17.87285718,-2.53530612,-2.53530612,-2.53530612,17.46469388,-2.53530612,-2.53530612,18.50734697,-1.90081633,18.09918367,-1.90081633,38.09918367,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,38.31061221,17.49428571,37.49428571,-2.50571429,-2.50571429,17.49428571,-2.50571429,-2.50571429,-2.50571429,-2.50571429
0.0225,16.87857147,16.47040817,-3.52959183,-3.52959183,16.47040817,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,16.0214286,15.6132653,-4.3867347,36.4295918,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.44836734,-1.44836734,18.55163266,-1.44836734,18.55163266,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,17.90244901,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429
0.0235,-3.52959183,16.47040817,-3.52959183,16.87857147,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-4.3867347,-4.3867347,35.6132653,-4.3867347,-4.3867347,-4.3867347,15.6132653,-4.3867347,-4.3867347,-4.3867347,-2.53530612,-2.53530612,17.46469388,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,18.09918367,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,18.95979596,-1.44836734,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,17.49428571,-2.50571429,-2.50571429,-2.50571429
0.0245,-3.52959183,-3.52959183,-3.52959183,16.87857147,-3.52959183,16.47040817,-3.52959183,-3.52959183,-3.52959183,16.47040817,16.0214286,15.6132653,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,16.0214286,-4.3867347,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.44836734,18.55163266,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429
0.0255,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,18.55163266,-1.44836734,-1.44836734,-1.44836734,-2.50571429,-2.50571429,-2.50571429,17.90244901,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429
0.0265,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-2.50571429,-2.50571429,-2.50571429,17.90244901,17.49428571,-2.50571429,-2.50571429,-2.50571429,-2.50571429,17.49428571
0.0275,-3.52959183,-3.52959183,-3.52959183,-3.52959183,16.47040817,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,18.09918367,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429
0.0285,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,16.0214286,-4.3867347,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-1.90081633,-1.90081633,-1.90081633,18.50734697,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429
0.0295,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-1.90081633,-1.90081633,-1.90081633,18.50734697,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-2.50571429,-2.50571429,-2.50571429,17.90244901,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429
0.0305,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-3.52959183,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-4.3867347,-2.53530612,-2.53530612,-2.53530612,-2.53530612,17.46469388,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-2.53530612,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.90081633,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-1.44836734,-2.50571429,-2.50571429,-2.50571429,17.90244901,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429,-2.50571429
