,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5,f06_stimulus_6,f06_stimulus_7,f06_stimulus_8,f06_stimulus_9,f06_stimulus_10,f07_stimulus_1,f07_stimulus_2,f07_stimulus_3,f07_stimulus_4,f07_stimulus_5,f07_stimulus_6,f07_stimulus_7,f07_stimulus_8,f07_stimulus_9,f07_stimulus_10,f08_stimulus_1,f08_stimulus_2,f08_stimulus_3,f08_stimulus_4,f08_stimulus_5,f08_stimulus_6,f08_stimulus_7,f08_stimulus_8,f08_stimulus_9,f08_stimulus_10,f09_stimulus_1,f09_stimulus_2,f09_stimulus_3,f09_stimulus_4,f09_stimulus_5,f09_stimulus_6,f09_stimulus_7,f09_stimulus_8,f09_stimulus_9,f09_stimulus_10,f010_stimulus_1,f010_stimulus_2,f010_stimulus_3,f010_stimulus_4,f010_stimulus_5,f010_stimulus_6,f010_stimulus_7,f010_stimulus_8,f010_stimulus_9,f010_stimulus_10
0.0105,-1.82204082,-1.82204082,38.17795918,58.17795918,18.17795918,38.17795918,38.17795918,18.17795918,-1.82204082,-1.82204082,-1.36081633,-1.36081633,-1.36081633,18.63918367,18.63918367,58.63918367,118.6391837,98.63918367,78.63918367,19.04734697,-0.08,-0.08,-0.08,-0.08,-0.08,19.92,119.92,-0.08,19.92,61.1444898,-1.03306122,-1.03306122,-1.03306122,18.96693878,18.96693878,38.96693878,38.96693878,18.96693878,58.96693878,80.59959188,-0.98122449,-0.98122449,-0.98122449,-0.98122449,19.01877551,-0.98122449,39.01877551,-0.98122449,39.01877551,60.24326531,-2.10346939,17.89653061,77.89653061,17.89653061,17.89653061,57.89653061,17.89653061,77.89653061,17.89653061,18.30469391,-0.25081633,-0.25081633,-0.25081633,-0.25081633,59.74918367,19.74918367,19.74918367,19.74918367,59.74918367,40.56551017,-0.21040816,-0.21040816,-0.21040816,-0.21040816,19.78959184,79.78959184,39.78959184,19.78959184,59.78959184,61.01408164,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,19.86959184,-0.13040816,59.86959184,19.86959184,20.27775514,-0.57102041,-0.57102041,19.42897959,-0.57102041,19.42897959,19.42897959,59.42897959,39.42897959,-0.57102041,60.65346939
0.0115,-1.82204082,18.17795918,-1.82204082,18.17795918,78.17795918,58.17795918,38.17795918,58.17795918,18.17795918,18.58612248,-1.36081633,-1.36081633,-1.36081633,98.63918367,38.63918367,38.63918367,78.63918367,18.63918367,98.63918367,39.45551017,-0.08,-0.08,-0.08,-0.08,19.92,19.92,59.92,19.92,39.92,-0.08,-1.03306122,-1.03306122,-1.03306122,18.96693878,-1.03306122,38.96693878,58.96693878,18.96693878,38.96693878,39.78326528,-0.98122449,-0.98122449,39.01877551,19.01877551,39.01877551,39.01877551,19.01877551,39.01877551,19.01877551,19.42693881,-2.10346939,37.89653061,17.89653061,37.89653061,37.89653061,17.89653061,77.89653061,17.89653061,57.89653061,18.30469391,-0.25081633,-0.25081633,-0.25081633,19.74918367,-0.25081633,79.74918367,59.74918367,99.74918367,39.74918367,40.56551017,-0.21040816,-0.21040816,-0.21040816,59.78959184,59.78959184,19.78959184,-0.21040816,19.78959184,19.78959184,-0.21040816,-0.13040816,-0.13040816,-0.13040816,19.86959184,59.86959184,59.86959184,39.86959184,39.86959184,39.86959184,20.27775514,-0.57102041,19.42897959,59.42897959,19.42897959,99.42897959,59.42897959,59.42897959,39.42897959,39.42897959,81.06163269
0.0125,-1.82204082,18.17795918,-1.82204082,18.17795918,38.17795918,58.17795918,58.17795918,58.17795918,18.17795918,18.58612248,-1.36081633,-1.36081633,58.63918367,78.63918367,58.63918367,38.63918367,18.63918367,-1.36081633,18.63918367,19.04734697,-0.08,-0.08,19.92,19.92,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,18.96693878,18.96693878,-1.03306122,38.96693878,58.96693878,38.96693878,58.96693878,38.96693878,18.96693878,60.19142858,-0.98122449,-0.98122449,19.01877551,79.01877551,59.01877551,19.01877551,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-2.10346939,17.89653061,17.89653061,17.89653061,37.89653061,97.89653061,-2.10346939,37.89653061,17.89653061,59.12102041,-0.25081633,-0.25081633,39.74918367,19.74918367,79.74918367,59.74918367,-0.25081633,79.74918367,19.74918367,20.15734697,-0.21040816,-0.21040816,-0.21040816,39.78959184,19.78959184,-0.21040816,39.78959184,19.78959184,-0.21040816,-0.21040816,-0.13040816,-0.13040816,-0.13040816,19.86959184,19.86959184,19.86959184,-0.13040816,-0.13040816,59.86959184,-0.13040816,-0.57102041,-0.57102041,39.42897959,59.42897959,-0.57102041,39.42897959,19.42897959,-0.57102041,99.42897959,-0.57102041
0.0135,18.17795918,18.17795918,18.17795918,38.17795918,58.17795918,18.17795918,18.17795918,-1.82204082,18.17795918,-1.82204082,-1.36081633,-1.36081633,-1.36081633,78.63918367,38.63918367,-1.36081633,-1.36081633,18.63918367,-1.36081633,-1.36081633,-0.08,-0.08,19.92,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-1.03306122,18.96693878,18.96693878,58.96693878,38.96693878,18.96693878,18.96693878,-1.03306122,-1.03306122,-1.03306122,19.01877551,19.01877551,19.01877551,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-2.10346939,-2.10346939,77.89653061,57.89653061,17.89653061,57.89653061,137.8965306,37.89653061,17.89653061,-2.10346939,-0.25081633,-0.25081633,59.74918367,39.74918367,-0.25081633,39.74918367,-0.25081633,19.74918367,-0.25081633,-0.25081633,-0.21040816,-0.21040816,19.78959184,39.78959184,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.13040816,-0.13040816,39.86959184,39.86959184,39.86959184,19.86959184,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.57102041,19.42897959,59.42897959,39.42897959,39.42897959,-0.57102041,19.42897959,-0.57102041,-0.57102041,-0.57102041
0.0145,-1.82204082,18.17795918,38.17795918,-1.82204082,18.17795918,58.17795918,-1.82204082,38.17795918,-1.82204082,-1.82204082,-1.36081633,-1.36081633,38.63918367,78.63918367,18.63918367,38.63918367,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-0.08,-0.08,39.92,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-1.03306122,18.96693878,38.96693878,-1.03306122,18.96693878,18.96693878,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-0.98122449,-0.98122449,19.01877551,39.01877551,19.01877551,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-2.10346939,37.89653061,57.89653061,37.89653061,57.89653061,-2.10346939,17.89653061,-2.10346939,-2.10346939,-2.10346939,-0.25081633,19.74918367,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.21040816,19.78959184,39.78959184,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,19.86959184,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.57102041,59.42897959,39.42897959,39.42897959,-0.57102041,19.42897959,-0.57102041,-0.57102041,-0.57102041,-0.57102041
0.0155,-1.82204082,38.17795918,78.17795918,58.17795918,-1.82204082,18.17795918,-1.82204082,-1.82204082,-1.82204082,-1.82204082,-1.36081633,-1.36081633,18.63918367,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-1.03306122,-1.03306122,38.96693878,18.96693878,18.96693878,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-0.98122449,19.01877551,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,17.89653061,57.89653061,17.89653061,17.89653061,17.89653061,-2.10346939,-2.10346939,-2.10346939,-2.10346939,-2.10346939,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.21040816,19.78959184,-0.21040816,19.78959184,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.13040816,-0.13040816,19.86959184,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.57102041,39.42897959,39.42897959,39.42897959,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041
0.0165,-1.82204082,18.17795918,-1.82204082,-1.82204082,-1.82204082,-1.82204082,-1.82204082,-1.82204082,18.17795918,18.58612248,-1.36081633,38.63918367,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-1.03306122,18.96693878,18.96693878,-1.03306122,18.96693878,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-0.98122449,39.01877551,39.01877551,-0.98122449,-0.98122449,-0.98122449,19.01877551,-0.98122449,-0.98122449,-0.98122449,-2.10346939,77.89653061,37.89653061,17.89653061,-2.10346939,-2.10346939,-2.10346939,-2.10346939,17.89653061,-2.10346939,-0.25081633,19.74918367,19.74918367,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.13040816,19.86959184,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.57102041,59.42897959,19.42897959,-0.57102041,-0.57102041,19.42897959,-0.57102041,-0.57102041,-0.57102041,-0.57102041
0.0175,-1.82204082,38.17795918,-1.82204082,-1.82204082,-1.82204082,-1.82204082,-1.82204082,18.17795918,-1.82204082,18.58612248,-1.36081633,18.63918367,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-1.03306122,18.96693878,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-0.98122449,19.01877551,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-2.10346939,37.89653061,17.89653061,17.89653061,-2.10346939,17.89653061,-2.10346939,17.89653061,-2.10346939,18.30469391,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.21040816,19.78959184,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041
0.0185,-1.82204082,38.17795918,18.17795918,18.17795918,18.17795918,-1.82204082,-1.82204082,-1.82204082,18.17795918,-1.82204082,-1.36081633,58.63918367,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,19.04734697,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-1.03306122,58.96693878,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-2.10346939,37.89653061,17.89653061,-2.10346939,-2.10346939,17.89653061,-2.10346939,-2.10346939,-2.10346939,-2.10346939,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.13040816,19.86959184,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.57102041,19.42897959,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041
0.0195,-1.82204082,-1.82204082,-1.82204082,-1.82204082,98.17795918,58.17795918,38.17795918,-1.82204082,58.17795918,-1.82204082,-1.36081633,18.63918367,18.63918367,-1.36081633,58.63918367,58.63918367,58.63918367,-1.36081633,-1.36081633,-1.36081633,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-1.03306122,18.96693878,-1.03306122,18.96693878,78.96693878,58.96693878,18.96693878,-1.03306122,-1.03306122,-1.03306122,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,19.01877551,-0.98122449,-0.98122449,-0.98122449,-2.10346939,-2.10346939,-2.10346939,77.89653061,97.89653061,157.8965306,157.8965306,57.89653061,17.89653061,38.71285711,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.57102041,-0.57102041,-0.57102041,-0.57102041,19.42897959,19.42897959,-0.57102041,-0.57102041,-0.57102041,-0.57102041
0.0205,-1.82204082,58.17795918,38.17795918,18.17795918,58.17795918,18.17795918,18.17795918,38.17795918,-1.82204082,-1.82204082,-1.36081633,-1.36081633,58.63918367,98.63918367,18.63918367,18.63918367,18.63918367,18.63918367,-1.36081633,-1.36081633,19.92,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-1.03306122,18.96693878,78.96693878,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-0.98122449,39.01877551,59.01877551,19.01877551,19.01877551,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-2.10346939,197.8965306,217.8965306,137.8965306,77.89653061,37.89653061,37.89653061,17.89653061,-2.10346939,18.30469391,-0.25081633,19.74918367,-0.25081633,-0.25081633,19.74918367,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.21040816,39.78959184,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,19.78959184,-0.21040816,-0.21040816,-0.13040816,19.86959184,-0.13040816,-0.13040816,39.86959184,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.57102041,19.42897959,39.42897959,-0.57102041,59.42897959,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041
0.0215,-1.82204082,78.17795918,18.17795918,38.17795918,18.17795918,-1.82204082,-1.82204082,-1.82204082,-1.82204082,-1.82204082,-1.36081633,38.63918367,-1.36081633,18.63918367,-1.36081633,-1.36081633,18.63918367,-1.36081633,-1.36081633,-1.36081633,-0.08,19.92,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-1.03306122,38.96693878,18.96693878,-1.03306122,18.96693878,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-0.98122449,19.01877551,19.01877551,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,17.89653061,37.89653061,97.89653061,17.89653061,37.89653061,37.89653061,-2.10346939,-2.10346939,-2.10346939,-2.10346939,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.21040816,19.78959184,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.57102041,39.42897959,19.42897959,-0.57102041,-0.57102041,-0.57102041,19.42897959,-0.57102041,-0.57102041,-0.57102041
0.0225,-1.82204082,38.17795918,38.17795918,58.17795918,98.17795918,138.1779592,-1.82204082,-1.82204082,38.17795918,-1.82204082,-1.36081633,38.63918367,38.63918367,18.63918367,98.63918367,18.63918367,-1.36081633,18.63918367,-1.36081633,-1.36081633,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,18.96693878,58.96693878,18.96693878,58.96693878,58.96693878,18.96693878,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-0.98122449,-0.98122449,-0.98122449,19.01877551,19.01877551,19.01877551,-0.98122449,-0.98122449,-0.98122449,-0.98122449,77.89653061,157.8965306,37.89653061,77.89653061,37.89653061,57.89653061,57.89653061,17.89653061,17.89653061,-2.10346939,-0.25081633,-0.25081633,39.74918367,-0.25081633,39.74918367,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.21040816,-0.21040816,-0.21040816,19.78959184,19.78959184,19.78959184,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.13040816,19.86959184,-0.13040816,19.86959184,19.86959184,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.57102041,39.42897959,19.42897959,39.42897959,39.42897959,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041
0.0235,-1.82204082,18.17795918,38.17795918,-1.82204082,38.17795918,-1.82204082,38.17795918,-1.82204082,-1.82204082,-1.82204082,38.63918367,58.63918367,38.63918367,18.63918367,58.63918367,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-0.08,-0.08,19.92,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,18.96693878,98.96693878,58.96693878,18.96693878,38.96693878,58.96693878,18.96693878,-1.03306122,-1.03306122,-1.03306122,-0.98122449,19.01877551,39.01877551,39.01877551,-0.98122449,19.01877551,-0.98122449,-0.98122449,-0.98122449,-0.98122449,17.89653061,17.89653061,57.89653061,117.8965306,77.89653061,57.89653061,17.89653061,17.89653061,-2.10346939,-2.10346939,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.21040816,-0.21040816,-0.21040816,39.78959184,-0.21040816,-0.21040816,19.78959184,-0.21040816,-0.21040816,-0.21040816,19.86959184,39.86959184,-0.13040816,-0.13040816,19.86959184,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,19.42897959,19.42897959,39.42897959,39.42897959,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041
0.0245,-1.82204082,38.17795918,58.17795918,38.17795918,18.17795918,78.17795918,18.17795918,18.17795918,-1.82204082,-1.82204082,58.63918367,78.63918367,-1.36081633,38.63918367,18.63918367,38.63918367,38.63918367,-1.36081633,-1.36081633,-1.36081633,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,58.96693878,58.96693878,18.96693878,38.96693878,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,19.01877551,-0.98122449,-0.98122449,19.01877551,19.01877551,-0.98122449,19.01877551,-0.98122449,-0.98122449,-0.98122449,57.89653061,97.89653061,57.89653061,37.89653061,57.89653061,37.89653061,17.89653061,-2.10346939,-2.10346939,-2.10346939,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,39.78959184,39.78959184,-0.21040816,-0.21040816,-0.21040816,19.78959184,-0.21040816,-0.21040816,-0.21040816,-0.21040816,19.86959184,-0.13040816,-0.13040816,19.86959184,19.86959184,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,79.42897959,39.42897959,-0.57102041,19.42897959,59.42897959,-0.57102041,19.42897959,-0.57102041,-0.57102041,-0.57102041
0.0255,-1.82204082,38.17795918,78.17795918,58.17795918,-1.82204082,18.17795918,18.17795918,-1.82204082,-1.82204082,-1.82204082,38.63918367,38.63918367,-1.36081633,-1.36081633,18.63918367,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,38.96693878,58.96693878,18.96693878,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,39.01877551,-0.98122449,-0.98122449,19.01877551,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,17.89653061,37.89653061,37.89653061,57.89653061,77.89653061,37.89653061,-2.10346939,17.89653061,-2.10346939,18.30469391,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.21040816,-0.21040816,19.78959184,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.57102041,19.42897959,19.42897959,39.42897959,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041
0.0265,78.17795918,18.17795918,38.17795918,58.17795918,-1.82204082,38.17795918,-1.82204082,18.17795918,18.17795918,-1.82204082,58.63918367,18.63918367,18.63918367,18.63918367,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,98.96693878,58.96693878,18.96693878,18.96693878,-1.03306122,18.96693878,-1.03306122,-1.03306122,-1.03306122,-1.03306122,19.01877551,39.01877551,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,17.89653061,77.89653061,17.89653061,37.89653061,-2.10346939,-2.10346939,17.89653061,-2.10346939,-2.10346939,-2.10346939,59.74918367,19.74918367,19.74918367,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,19.78959184,19.78959184,19.78959184,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,39.86959184,-0.13040816,19.86959184,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,99.42897959,19.42897959,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041
0.0275,58.17795918,-1.82204082,58.17795918,18.17795918,58.17795918,-1.82204082,-1.82204082,-1.82204082,18.17795918,-1.82204082,58.63918367,-1.36081633,18.63918367,38.63918367,-1.36081633,38.63918367,-1.36081633,-1.36081633,-1.36081633,-1.36081633,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,78.96693878,38.96693878,-1.03306122,-1.03306122,-1.03306122,-1.03306122,18.96693878,-1.03306122,-1.03306122,-1.03306122,19.01877551,39.01877551,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,77.89653061,57.89653061,17.89653061,17.89653061,-2.10346939,17.89653061,17.89653061,37.89653061,-2.10346939,-2.10346939,59.74918367,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,19.78959184,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,19.86959184,-0.13040816,-0.13040816,-0.13040816,-0.13040816,19.42897959,19.42897959,39.42897959,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041
0.0285,58.17795918,58.17795918,-1.82204082,-1.82204082,38.17795918,-1.82204082,18.17795918,-1.82204082,-1.82204082,-1.82204082,-1.36081633,18.63918367,18.63918367,18.63918367,-1.36081633,-1.36081633,18.63918367,18.63918367,-1.36081633,-1.36081633,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,78.96693878,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-1.03306122,-0.98122449,-0.98122449,-0.98122449,19.01877551,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,-0.98122449,77.89653061,37.89653061,-2.10346939,17.89653061,-2.10346939,-2.10346939,-2.10346939,17.89653061,-2.10346939,18.30469391,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.25081633,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.21040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,-0.13040816,59.42897959,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,-0.57102041,19.42897959,-0.57102041,19.83714289
