,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5,f06_stimulus_6,f06_stimulus_7,f06_stimulus_8,f06_stimulus_9,f06_stimulus_10,f07_stimulus_1,f07_stimulus_2,f07_stimulus_3,f07_stimulus_4,f07_stimulus_5,f07_stimulus_6,f07_stimulus_7,f07_stimulus_8,f07_stimulus_9,f07_stimulus_10,f08_stimulus_1,f08_stimulus_2,f08_stimulus_3,f08_stimulus_4,f08_stimulus_5,f08_stimulus_6,f08_stimulus_7,f08_stimulus_8,f08_stimulus_9,f08_stimulus_10,f09_stimulus_1,f09_stimulus_2,f09_stimulus_3,f09_stimulus_4,f09_stimulus_5,f09_stimulus_6,f09_stimulus_7,f09_stimulus_8,f09_stimulus_9,f09_stimulus_10
0.0515,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,18.58897963,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0525,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,19.73816329,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,18.98612248,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0535,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,20.09346944,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0545,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,20.15448983,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0555,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,19.73816329,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0565,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,18.58897963,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,18.81285718,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0575,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,20.15448983,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0585,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,18.40469388,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0595,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,18.98612248,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0605,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,18.58897963,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0615,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0625,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,18.95285716,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,20.28693882,-0.12122448,-0.12122448
0.0635,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0645,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0655,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0665,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,19.73816329,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,18.81285718,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,18.57795918,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,18.98612248,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0675,18.18081633,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,19.36102046,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,19.73816329,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,18.81285718,-1.59530612,-1.59530612,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,18.98612248,18.98612248,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,20.09346944,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0685,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,18.58897963,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,19.73816329,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,39.22102038,-1.59530612,18.81285718,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,18.98612248,-1.42204082,18.98612248,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0695,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,19.36102046,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,18.81285718,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
0.0705,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,-1.81918367,18.58897963,-1.81918367,18.58897963,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-1.04714284,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-0.67000001,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,-1.59530612,18.81285718,18.81285718,-1.59530612,18.81285718,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,-0.25367347,20.15448983,-0.25367347,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,-1.42204082,39.39428568,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.31469386,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.07142856,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448,-0.12122448
